date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2018-12-08 04:00:00,31,21,0.0,11.0,6,0,07:35 AM,06:58 PM,06:55 AM,05:58 PM,14,25,25,22,5,28,60,0.0,1013,22,10,55,3,pune
2019-01-01 08:00:00,29,14,0.0,11.0,6,26,02:48 AM,02:39 PM,07:07 AM,06:09 PM,3,20,20,20,17,12,21,0.0,1020,20,10,114,9,pune
2019-01-25 12:00:00,29,16,0.0,11.0,6,66,10:51 PM,10:32 AM,07:10 AM,06:24 PM,4,26,26,28,17,0,18,0.0,1014,28,10,32,9,pune
2019-02-18 16:00:00,35,19,0.0,11.0,7,97,05:21 PM,05:44 AM,07:01 AM,06:36 PM,6,29,29,31,21,1,20,0.0,1010,31,10,297,11,pune
2019-03-14 20:00:00,33,21,0.0,12.0,7,54,12:03 PM,12:32 AM,06:44 AM,06:44 PM,6,25,25,25,20,5,30,0.0,1015,25,10,304,11,pune
2019-04-08 00:00:00,39,25,0.0,12.0,8,21,08:28 AM,09:32 PM,06:23 AM,06:50 PM,17,27,27,26,16,0,48,0.0,1009,26,10,287,9,pune
2019-05-02 04:00:00,36,23,0.0,12.0,7,5,04:30 AM,04:49 PM,06:07 AM,06:56 PM,18,25,25,23,17,0,62,0.0,1007,23,10,270,10,pune
2019-05-26 08:00:00,38,25,0.0,13.5,7,45,12:37 AM,12:14 PM,05:58 AM,07:05 PM,15,31,31,30,21,4,32,0.0,1008,30,10,279,11,pune
2019-06-19 12:00:00,31,24,0.0,12.3,6,81,09:03 PM,07:31 AM,05:59 AM,07:13 PM,21,34,34,31,36,69,56,0.3,1003,31,10,254,20,pune
2019-07-13 16:00:00,28,23,0.0,9.8,5,74,04:15 PM,02:57 AM,06:05 AM,07:15 PM,21,28,28,26,36,71,77,0.1,1008,26,10,260,20,pune
2019-08-06 20:00:00,24,22,0.0,9.8,5,34,11:21 AM,11:29 PM,06:13 AM,07:07 PM,22,25,25,23,35,90,92,1.1,1004,23,10,256,18,pune
2019-08-31 00:00:00,27,22,0.0,9.8,5,0,07:03 AM,07:52 PM,06:19 AM,06:50 PM,21,25,25,23,19,82,91,0.8,1004,23,10,256,10,pune
2019-09-24 04:00:00,29,22,0.0,10.0,5,18,01:31 AM,03:03 PM,06:23 AM,06:29 PM,21,26,26,23,10,33,89,0.0,1010,23,10,271,7,pune
2019-10-18 08:00:00,26,21,0.0,10.5,6,64,09:35 PM,10:07 AM,06:29 AM,06:10 PM,21,26,26,24,19,53,78,0.0,1013,24,8,95,11,pune
2019-11-11 12:00:00,29,20,0.0,11.0,6,99,05:24 PM,05:24 AM,06:39 AM,05:58 PM,17,30,30,29,16,21,47,0.0,1011,29,10,105,10,pune
2019-12-05 16:00:00,24,20,0.0,11.0,5,55,01:36 PM,12:51 AM,06:53 AM,05:57 PM,17,26,26,24,22,43,70,0.0,1014,24,10,90,8,pune
2019-12-29 20:00:00,27,17,0.0,10.0,6,15,09:35 AM,09:02 PM,07:06 AM,06:07 PM,17,21,21,21,7,24,78,0.0,1013,21,9,192,4,pune
2020-01-23 00:00:00,32,19,0.0,11.0,7,3,05:46 AM,05:03 PM,07:10 AM,06:23 PM,13,25,25,22,8,3,57,0.0,1015,22,10,303,5,pune
2020-02-16 04:00:00,35,21,0.0,11.0,7,38,12:50 AM,12:27 PM,07:02 AM,06:35 PM,12,22,24,22,5,0,40,0.0,1013,22,10,203,3,pune
2020-03-11 08:00:00,29,17,0.0,12.0,6,84,08:35 PM,08:04 AM,06:46 AM,06:43 PM,15,21,24,21,14,34,71,0.0,1013,21,10,239,11,pune
2020-04-04 12:00:00,38,25,0.0,12.0,8,79,03:05 PM,03:29 AM,06:26 AM,06:49 PM,5,36,36,37,16,3,14,0.0,1010,37,10,38,9,pune
2020-04-28 16:00:00,38,23,0.0,11.8,8,37,10:00 AM,11:37 PM,06:09 AM,06:55 PM,12,37,37,37,24,3,28,0.0,1007,37,10,153,14,pune
2020-05-22 20:00:00,37,24,0.0,13.5,7,0,05:40 AM,06:49 PM,05:59 AM,07:04 PM,21,33,33,29,21,4,59,0.0,1007,29,10,277,13,pune
2020-06-16 00:00:00,27,22,0.0,10.5,5,16,02:25 AM,03:01 PM,05:58 AM,07:13 PM,23,27,27,24,10,68,90,0.2,1004,24,9,205,3,pune
2020-07-10 04:00:00,28,23,0.0,11.3,6,63,11:16 PM,10:30 AM,06:05 AM,07:15 PM,21,26,26,24,24,63,86,0.4,1004,24,10,258,16,pune
2020-08-03 08:00:00,27,23,0.0,9.8,5,97,07:10 PM,05:40 AM,06:13 AM,07:08 PM,22,27,27,25,29,73,85,0.1,1003,25,7,251,21,pune
2020-08-27 12:00:00,27,22,0.0,10.0,6,57,02:23 PM,12:46 AM,06:19 AM,06:53 PM,21,29,29,27,26,72,70,0.2,1008,27,10,251,21,pune
2020-09-20 16:00:00,28,21,0.0,9.0,5,17,09:09 AM,09:03 PM,06:23 AM,06:32 PM,22,28,28,26,21,78,82,1.8,1002,26,8,295,13,pune
2020-10-14 20:00:00,24,21,0.0,9.0,6,9,03:42 AM,04:38 PM,06:28 AM,06:12 PM,22,25,25,22,21,100,98,5.1,1002,22,5,279,11,pune
2020-11-08 00:00:00,28,19,0.0,11.0,6,36,No moonrise,12:59 PM,06:37 AM,05:59 PM,15,21,21,21,17,25,68,0.0,1015,21,10,99,8,pune
2020-12-02 04:00:00,29,20,0.0,11.0,6,82,07:36 PM,08:21 AM,06:51 AM,05:57 PM,14,21,21,21,10,15,63,0.0,1014,21,10,95,6,pune
2020-12-26 08:00:00,30,17,0.0,11.0,6,78,03:17 PM,03:37 AM,07:05 AM,06:06 PM,10,20,20,20,17,6,41,0.0,1014,20,10,98,7,pune
2021-01-19 12:00:00,32,23,0.0,11.0,7,38,11:30 AM,11:53 PM,07:10 AM,06:21 PM,14,30,30,30,11,10,39,0.0,1012,30,10,207,4,pune
2021-02-12 16:00:00,33,20,0.0,11.0,7,0,07:33 AM,07:11 PM,07:04 AM,06:34 PM,2,31,31,33,15,0,15,0.0,1009,33,10,90,5,pune
2021-03-08 20:00:00,36,22,0.0,11.9,7,28,02:56 AM,02:08 PM,06:48 AM,06:42 PM,5,29,29,31,16,0,20,0.0,1010,31,10,236,9,pune
2021-04-02 00:00:00,35,21,0.0,12.0,7,56,11:49 PM,10:08 AM,06:28 AM,06:48 PM,17,26,26,24,18,0,60,0.0,1008,24,10,256,9,pune
2021-04-26 04:00:00,38,25,0.0,11.0,8,100,06:14 PM,05:31 AM,06:10 AM,06:55 PM,17,28,28,27,13,6,55,0.0,1009,27,10,253,9,pune
2021-05-20 08:00:00,32,23,0.0,13.0,7,58,01:01 PM,01:20 AM,05:59 AM,07:03 PM,20,29,29,27,13,45,70,0.0,1009,27,10,252,11,pune
2021-06-13 12:00:00,28,24,0.0,10.5,6,19,08:09 AM,09:48 PM,05:58 AM,07:12 PM,21,31,31,28,33,61,64,0.3,1005,28,10,258,21,pune
2021-07-07 16:00:00,30,24,0.0,11.0,6,7,03:38 AM,05:07 PM,06:04 AM,07:16 PM,21,31,31,29,26,83,61,0.6,1005,29,10,284,15,pune
2021-07-31 20:00:00,24,21,0.0,9.8,5,51,No moonrise,12:28 PM,06:12 AM,07:10 PM,21,25,25,23,38,96,91,0.2,1007,23,10,259,22,pune
2021-08-25 00:00:00,28,21,0.0,9.8,6,80,09:05 PM,08:39 AM,06:18 AM,06:54 PM,21,25,25,22,14,52,90,0.0,1010,22,10,260,10,pune
2021-09-18 04:00:00,29,19,0.0,10.0,6,82,05:06 PM,03:44 AM,06:23 AM,06:34 PM,19,20,20,20,12,48,94,0.0,1009,20,2,247,7,pune
2021-10-12 08:00:00,30,23,0.0,10.8,6,39,12:25 PM,11:35 PM,06:27 AM,06:14 PM,20,27,27,25,10,64,71,0.0,1009,25,10,79,8,pune
2021-11-05 12:00:00,29,21,0.0,11.3,6,0,06:50 AM,06:31 PM,06:36 AM,06:00 PM,18,30,30,29,22,49,53,0.0,1011,29,10,107,15,pune
2021-11-29 16:00:00,26,17,0.0,11.0,6,20,01:35 AM,02:13 PM,06:49 AM,05:56 PM,13,26,26,25,24,20,47,0.0,1012,25,10,90,13,pune
2021-12-23 20:00:00,30,17,0.0,11.0,6,67,09:42 PM,10:14 AM,07:03 AM,06:04 PM,12,22,24,22,14,4,53,0.0,1014,22,10,271,7,pune
2022-01-17 00:00:00,28,18,0.0,11.0,6,100,05:49 PM,06:39 AM,07:10 AM,06:19 PM,12,20,20,20,14,46,45,0.0,1014,20,10,49,4,pune
2022-02-10 04:00:00,31,15,0.0,11.0,6,62,01:16 PM,01:56 AM,07:05 AM,06:33 PM,10,16,16,16,9,0,67,0.0,1013,16,10,242,4,pune
2022-03-06 08:00:00,35,21,0.0,11.9,7,20,09:15 AM,10:03 PM,06:50 AM,06:42 PM,3,25,25,26,17,4,23,0.0,1012,26,10,66,9,pune
